"REF_DATE","GEO","DGUID","Level of study","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Newfoundland and Labrador","2016A000210","College","Without personal income in the year prior to interview","Percent","239","units","0","v88836331","2.1.8","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Average personal income in the year prior to interview","Dollars","81","units","0","v88836332","2.1.9","32100","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Average age at graduation","Years","308","units","0","v88836333","2.1.10","25","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Median age at graduation","Years","308","units","0","v88836334","2.1.11","23","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Married or living common law at time of interview","Percent","239","units","0","v88836335","2.1.12","30","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","With dependent children at time of interview","Percent","239","units","0","v88836336","2.1.13","27","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","With previous postsecondary education","Percent","239","units","0","v88836337","2.1.14","46","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Number of graduates","Number","223","units","0","v88836338","2.2.1","1000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Average debt owed at graduation","Dollars","81","units","0","v88836339","2.2.2","28200","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836340","2.2.3","59","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Average debt owed at time of interview","Dollars","81","units","0","v88836341","2.2.4","19400","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836342","2.2.5","45","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836343","2.2.6","32","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Employed at time of interview","Percent","239","units","0","v88836344","2.2.7","87","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Without personal income in the year prior to interview","Percent","239","units","0","v88836345","2.2.8","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836346","2.2.9","38600","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Average age at graduation","Years","308","units","0","v88836347","2.2.10","25","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Median age at graduation","Years","308","units","0","v88836348","2.2.11","24","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Married or living common law at time of interview","Percent","239","units","0","v88836349","2.2.12","41","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","With dependent children at time of interview","Percent","239","units","0","v88836350","2.2.13","19","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","With previous postsecondary education","Percent","239","units","0","v88836351","2.2.14","53","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Number of graduates","Number","223","units","0","v88836352","2.3.1","100","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Average debt owed at graduation","Dollars","81","units","0","v88836353","2.3.2","23500","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836354","2.3.3","46","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Average debt owed at time of interview","Dollars","81","units","0","v88836355","2.3.4","12600","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836356","2.3.5","31","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836357","2.3.6","47","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Employed at time of interview","Percent","239","units","0","v88836358","2.3.7","93","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Without personal income in the year prior to interview","Percent","239","units","0","v88836359","2.3.8","","..","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836360","2.3.9","51400","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Average age at graduation","Years","308","units","0","v88836361","2.3.10","29","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Median age at graduation","Years","308","units","0","v88836362","2.3.11","28","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Married or living common law at time of interview","Percent","239","units","0","v88836363","2.3.12","49","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","With dependent children at time of interview","Percent","239","units","0","v88836364","2.3.13","20","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","With previous postsecondary education","Percent","239","units","0","v88836365","2.3.14","98","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Number of graduates","Number","223","units","0","v88836366","2.4.1","0","E","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Average debt owed at graduation","Dollars","81","units","0","v88836367","2.4.2","14800","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836368","2.4.3","","..","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Average debt owed at time of interview","Dollars","81","units","0","v88836369","2.4.4","7800","E","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836370","2.4.5","","..","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836371","2.4.6","47","E","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Employed at time of interview","Percent","239","units","0","v88836372","2.4.7","100","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Without personal income in the year prior to interview","Percent","239","units","0","v88836373","2.4.8","","..","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Average personal income in the year prior to interview","Dollars","81","units","0","v88836374","2.4.9","42400","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Average age at graduation","Years","308","units","0","v88836375","2.4.10","36","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Median age at graduation","Years","308","units","0","v88836376","2.4.11","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Married or living common law at time of interview","Percent","239","units","0","v88836377","2.4.12","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","With dependent children at time of interview","Percent","239","units","0","v88836378","2.4.13","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","With previous postsecondary education","Percent","239","units","0","v88836379","2.4.14","100","","","","0"
"2005","Prince Edward Island","2016A000211","College","Number of graduates","Number","223","units","0","v88836380","3.1.1","300","","","","0"
"2005","Prince Edward Island","2016A000211","College","Average debt owed at graduation","Dollars","81","units","0","v88836381","3.1.2","14100","","","","0"
"2005","Prince Edward Island","2016A000211","College","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836382","3.1.3","13","","","","0"
"2005","Prince Edward Island","2016A000211","College","Average debt owed at time of interview","Dollars","81","units","0","v88836383","3.1.4","10700","","","","0"
"2005","Prince Edward Island","2016A000211","College","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836384","3.1.5","9","","","","0"
"2005","Prince Edward Island","2016A000211","College","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836385","3.1.6","25","","","","0"
"2005","Prince Edward Island","2016A000211","College","Employed at time of interview","Percent","239","units","0","v88836386","3.1.7","88","","","","0"
"2005","Prince Edward Island","2016A000211","College","Without personal income in the year prior to interview","Percent","239","units","0","v88836387","3.1.8","","..","","","0"
"2005","Prince Edward Island","2016A000211","College","Average personal income in the year prior to interview","Dollars","81","units","0","v88836388","3.1.9","28000","","","","0"
"2005","Prince Edward Island","2016A000211","College","Average age at graduation","Years","308","units","0","v88836389","3.1.10","25","","","","0"
"2005","Prince Edward Island","2016A000211","College","Median age at graduation","Years","308","units","0","v88836390","3.1.11","23","","","","0"
"2005","Prince Edward Island","2016A000211","College","Married or living common law at time of interview","Percent","239","units","0","v88836391","3.1.12","32","","","","0"
"2005","Prince Edward Island","2016A000211","College","With dependent children at time of interview","Percent","239","units","0","v88836392","3.1.13","25","","","","0"
"2005","Prince Edward Island","2016A000211","College","With previous postsecondary education","Percent","239","units","0","v88836393","3.1.14","50","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Number of graduates","Number","223","units","0","v88836394","3.2.1","200","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Average debt owed at graduation","Dollars","81","units","0","v88836395","3.2.2","25800","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836396","3.2.3","52","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Average debt owed at time of interview","Dollars","81","units","0","v88836397","3.2.4","19600","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836398","3.2.5","36","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836399","3.2.6","23","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Employed at time of interview","Percent","239","units","0","v88836400","3.2.7","88","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Without personal income in the year prior to interview","Percent","239","units","0","v88836401","3.2.8","","..","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836402","3.2.9","35100","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Average age at graduation","Years","308","units","0","v88836403","3.2.10","25","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Median age at graduation","Years","308","units","0","v88836404","3.2.11","24","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Married or living common law at time of interview","Percent","239","units","0","v88836405","3.2.12","44","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","With dependent children at time of interview","Percent","239","units","0","v88836406","3.2.13","25","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","With previous postsecondary education","Percent","239","units","0","v88836407","3.2.14","43","","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Number of graduates","Number","223","units","0","v88836408","3.3.1","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Average debt owed at graduation","Dollars","81","units","0","v88836409","3.3.2","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836410","3.3.3","","..","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Average debt owed at time of interview","Dollars","81","units","0","v88836411","3.3.4","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836412","3.3.5","","..","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836413","3.3.6","74","","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Employed at time of interview","Percent","239","units","0","v88836414","3.3.7","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Without personal income in the year prior to interview","Percent","239","units","0","v88836415","3.3.8","","..","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836416","3.3.9","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Average age at graduation","Years","308","units","0","v88836417","3.3.10","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Median age at graduation","Years","308","units","0","v88836418","3.3.11","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Married or living common law at time of interview","Percent","239","units","0","v88836419","3.3.12","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","With dependent children at time of interview","Percent","239","units","0","v88836420","3.3.13","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","With previous postsecondary education","Percent","239","units","0","v88836421","3.3.14","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Number of graduates","Number","223","units","0","v88836422","3.4.1","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Average debt owed at graduation","Dollars","81","units","0","v88836423","3.4.2","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836424","3.4.3","","..","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Average debt owed at time of interview","Dollars","81","units","0","v88836425","3.4.4","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836426","3.4.5","","..","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836427","3.4.6","100","","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Employed at time of interview","Percent","239","units","0","v88836428","3.4.7","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Without personal income in the year prior to interview","Percent","239","units","0","v88836429","3.4.8","","..","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Average personal income in the year prior to interview","Dollars","81","units","0","v88836430","3.4.9","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Average age at graduation","Years","308","units","0","v88836431","3.4.10","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Median age at graduation","Years","308","units","0","v88836432","3.4.11","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Married or living common law at time of interview","Percent","239","units","0","v88836433","3.4.12","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","With dependent children at time of interview","Percent","239","units","0","v88836434","3.4.13","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","With previous postsecondary education","Percent","239","units","0","v88836435","3.4.14","","x","","","0"
"2005","Nova Scotia","2016A000212","College","Number of graduates","Number","223","units","0","v88836436","4.1.1","1000","","","","0"
"2005","Nova Scotia","2016A000212","College","Average debt owed at graduation","Dollars","81","units","0","v88836437","4.1.2","12900","","","","0"
"2005","Nova Scotia","2016A000212","College","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836438","4.1.3","10","","","","0"
"2005","Nova Scotia","2016A000212","College","Average debt owed at time of interview","Dollars","81","units","0","v88836439","4.1.4","10300","","","","0"
"2005","Nova Scotia","2016A000212","College","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836440","4.1.5","9","","","","0"
"2005","Nova Scotia","2016A000212","College","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836441","4.1.6","22","","","","0"
"2005","Nova Scotia","2016A000212","College","Employed at time of interview","Percent","239","units","0","v88836442","4.1.7","90","","","","0"
"2005","Nova Scotia","2016A000212","College","Without personal income in the year prior to interview","Percent","239","units","0","v88836443","4.1.8","","..","","","0"
"2005","Nova Scotia","2016A000212","College","Average personal income in the year prior to interview","Dollars","81","units","0","v88836444","4.1.9","26400","","","","0"
"2005","Nova Scotia","2016A000212","College","Average age at graduation","Years","308","units","0","v88836445","4.1.10","25","","","","0"
"2005","Nova Scotia","2016A000212","College","Median age at graduation","Years","308","units","0","v88836446","4.1.11","23","","","","0"
"2005","Nova Scotia","2016A000212","College","Married or living common law at time of interview","Percent","239","units","0","v88836447","4.1.12","34","","","","0"
"2005","Nova Scotia","2016A000212","College","With dependent children at time of interview","Percent","239","units","0","v88836448","4.1.13","28","","","","0"
"2005","Nova Scotia","2016A000212","College","With previous postsecondary education","Percent","239","units","0","v88836449","4.1.14","51","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Number of graduates","Number","223","units","0","v88836450","4.2.1","2200","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Average debt owed at graduation","Dollars","81","units","0","v88836451","4.2.2","27200","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836452","4.2.3","53","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Average debt owed at time of interview","Dollars","81","units","0","v88836453","4.2.4","18300","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836454","4.2.5","44","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836455","4.2.6","32","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Employed at time of interview","Percent","239","units","0","v88836456","4.2.7","91","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Without personal income in the year prior to interview","Percent","239","units","0","v88836457","4.2.8","","x","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836458","4.2.9","37300","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Average age at graduation","Years","308","units","0","v88836459","4.2.10","25","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Median age at graduation","Years","308","units","0","v88836460","4.2.11","24","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Married or living common law at time of interview","Percent","239","units","0","v88836461","4.2.12","34","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","With dependent children at time of interview","Percent","239","units","0","v88836462","4.2.13","14","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","With previous postsecondary education","Percent","239","units","0","v88836463","4.2.14","50","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Number of graduates","Number","223","units","0","v88836464","4.3.1","400","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Average debt owed at graduation","Dollars","81","units","0","v88836465","4.3.2","26100","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836466","4.3.3","45","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Average debt owed at time of interview","Dollars","81","units","0","v88836467","4.3.4","17400","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836468","4.3.5","35","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836469","4.3.6","33","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Employed at time of interview","Percent","239","units","0","v88836470","4.3.7","95","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Without personal income in the year prior to interview","Percent","239","units","0","v88836471","4.3.8","","x","","","0"
"2005","Nova Scotia","2016A000212","Master's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836472","4.3.9","50500","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Average age at graduation","Years","308","units","0","v88836473","4.3.10","30","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Median age at graduation","Years","308","units","0","v88836474","4.3.11","29","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Married or living common law at time of interview","Percent","239","units","0","v88836475","4.3.12","63","","","","0"
"2005","Nova Scotia","2016A000212","Master's","With dependent children at time of interview","Percent","239","units","0","v88836476","4.3.13","35","","","","0"
"2005","Nova Scotia","2016A000212","Master's","With previous postsecondary education","Percent","239","units","0","v88836477","4.3.14","99","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Number of graduates","Number","223","units","0","v88836478","4.4.1","0","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Average debt owed at graduation","Dollars","81","units","0","v88836479","4.4.2","38000","E","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836480","4.4.3","50","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Average debt owed at time of interview","Dollars","81","units","0","v88836481","4.4.4","27800","E","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836482","4.4.5","","x","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836483","4.4.6","27","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Employed at time of interview","Percent","239","units","0","v88836484","4.4.7","100","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Without personal income in the year prior to interview","Percent","239","units","0","v88836485","4.4.8","","..","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Average personal income in the year prior to interview","Dollars","81","units","0","v88836486","4.4.9","55100","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Average age at graduation","Years","308","units","0","v88836487","4.4.10","32","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Median age at graduation","Years","308","units","0","v88836488","4.4.11","32","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Married or living common law at time of interview","Percent","239","units","0","v88836489","4.4.12","83","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","With dependent children at time of interview","Percent","239","units","0","v88836490","4.4.13","","x","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","With previous postsecondary education","Percent","239","units","0","v88836491","4.4.14","100","","","","0"
"2005","New Brunswick","2016A000213","College","Number of graduates","Number","223","units","0","v88836492","5.1.1","1300","","","","0"
"2005","New Brunswick","2016A000213","College","Average debt owed at graduation","Dollars","81","units","0","v88836493","5.1.2","13200","","","","0"
"2005","New Brunswick","2016A000213","College","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836494","5.1.3","12","","","","0"
"2005","New Brunswick","2016A000213","College","Average debt owed at time of interview","Dollars","81","units","0","v88836495","5.1.4","10600","","","","0"
"2005","New Brunswick","2016A000213","College","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836496","5.1.5","9","","","","0"
"2005","New Brunswick","2016A000213","College","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836497","5.1.6","21","","","","0"
"2005","New Brunswick","2016A000213","College","Employed at time of interview","Percent","239","units","0","v88836498","5.1.7","87","","","","0"
"2005","New Brunswick","2016A000213","College","Without personal income in the year prior to interview","Percent","239","units","0","v88836499","5.1.8","","x","","","0"
"2005","New Brunswick","2016A000213","College","Average personal income in the year prior to interview","Dollars","81","units","0","v88836500","5.1.9","28000","","","","0"
"2005","New Brunswick","2016A000213","College","Average age at graduation","Years","308","units","0","v88836501","5.1.10","26","","","","0"
"2005","New Brunswick","2016A000213","College","Median age at graduation","Years","308","units","0","v88836502","5.1.11","23","","","","0"
"2005","New Brunswick","2016A000213","College","Married or living common law at time of interview","Percent","239","units","0","v88836503","5.1.12","32","","","","0"
"2005","New Brunswick","2016A000213","College","With dependent children at time of interview","Percent","239","units","0","v88836504","5.1.13","29","","","","0"
"2005","New Brunswick","2016A000213","College","With previous postsecondary education","Percent","239","units","0","v88836505","5.1.14","43","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Number of graduates","Number","223","units","0","v88836506","5.2.1","1400","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Average debt owed at graduation","Dollars","81","units","0","v88836507","5.2.2","28500","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836508","5.2.3","60","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Average debt owed at time of interview","Dollars","81","units","0","v88836509","5.2.4","23400","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836510","5.2.5","53","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836511","5.2.6","18","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Employed at time of interview","Percent","239","units","0","v88836512","5.2.7","90","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Without personal income in the year prior to interview","Percent","239","units","0","v88836513","5.2.8","","x","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836514","5.2.9","34800","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Average age at graduation","Years","308","units","0","v88836515","5.2.10","25","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Median age at graduation","Years","308","units","0","v88836516","5.2.11","24","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Married or living common law at time of interview","Percent","239","units","0","v88836517","5.2.12","42","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","With dependent children at time of interview","Percent","239","units","0","v88836518","5.2.13","16","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","With previous postsecondary education","Percent","239","units","0","v88836519","5.2.14","49","","","","0"
"2005","New Brunswick","2016A000213","Master's","Number of graduates","Number","223","units","0","v88836520","5.3.1","100","","","","0"
"2005","New Brunswick","2016A000213","Master's","Average debt owed at graduation","Dollars","81","units","0","v88836521","5.3.2","24400","","","","0"
"2005","New Brunswick","2016A000213","Master's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836522","5.3.3","45","","","","0"
"2005","New Brunswick","2016A000213","Master's","Average debt owed at time of interview","Dollars","81","units","0","v88836523","5.3.4","17500","","","","0"
"2005","New Brunswick","2016A000213","Master's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836524","5.3.5","43","","","","0"
"2005","New Brunswick","2016A000213","Master's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836525","5.3.6","29","","","","0"
"2005","New Brunswick","2016A000213","Master's","Employed at time of interview","Percent","239","units","0","v88836526","5.3.7","91","","","","0"
"2005","New Brunswick","2016A000213","Master's","Without personal income in the year prior to interview","Percent","239","units","0","v88836527","5.3.8","","x","","","0"
"2005","New Brunswick","2016A000213","Master's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836528","5.3.9","44400","","","","0"
"2005","New Brunswick","2016A000213","Master's","Average age at graduation","Years","308","units","0","v88836529","5.3.10","30","","","","0"
"2005","New Brunswick","2016A000213","Master's","Median age at graduation","Years","308","units","0","v88836530","5.3.11","29","","","","0"
"2005","New Brunswick","2016A000213","Master's","Married or living common law at time of interview","Percent","239","units","0","v88836531","5.3.12","52","","","","0"
"2005","New Brunswick","2016A000213","Master's","With dependent children at time of interview","Percent","239","units","0","v88836532","5.3.13","25","","","","0"
"2005","New Brunswick","2016A000213","Master's","With previous postsecondary education","Percent","239","units","0","v88836533","5.3.14","100","","","","0"
"2005","New Brunswick","2016A000213","Doctorate","Number of graduates","Number","223","units","0","v88836534","5.4.1","0","","","","0"
"2005","New Brunswick","2016A000213","Doctorate","Average debt owed at graduation","Dollars","81","units","0","v88836535","5.4.2","45200","","","","0"
"2005","New Brunswick","2016A000213","Doctorate","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836536","5.4.3","67","","","","0"
"2005","New Brunswick","2016A000213","Doctorate","Average debt owed at time of interview","Dollars","81","units","0","v88836537","5.4.4","35500","E","","","0"
"2005","New Brunswick","2016A000213","Doctorate","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836538","5.4.5","","x","","","0"
"2005","New Brunswick","2016A000213","Doctorate","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836539","5.4.6","21","E","","","0"
